Row ID,Order ID,Order Date,Region,Category,Sub-Category,Segment,Sales,Profit,Discount,Quantity
295,ORD-1294,2021-07-17,South,Technology,Accessories,Corporate,200.92,42.11,0.1,1
296,ORD-1295,2022-05-26,South,Office Supplies,Paper,Consumer,407.48,41.71,0.1,7
297,ORD-1296,2023-01-22,West,Furniture,Tables,Consumer,562.21,69.05,0.2,5
298,ORD-1297,2021-05-24,South,Technology,Phones,Home Office,579.73,31.74,0.0,4
299,ORD-1298,2022-09-01,South,Furniture,Tables,Home Office,658.59,116.77,0.3,2
300,ORD-1299,2021-07-20,South,Office Supplies,Storage,Corporate,726.31,53.62,0.0,5
301,ORD-1300,2021-05-04,West,Technology,Phones,Consumer,717.47,79.18,0.2,1
302,ORD-1301,2021-07-06,West,Office Supplies,Binders,Corporate,196.79,46.27,0.0,5
303,ORD-1302,2021-11-22,South,Furniture,Bookcases,Consumer,424.87,93.85,0.1,4
304,ORD-1303,2022-04-09,West,Furniture,Bookcases,Consumer,202.3,26.57,0.0,2
305,ORD-1304,2021-12-15,South,Office Supplies,Storage,Consumer,550.5,31.54,0.3,3
306,ORD-1305,2023-02-10,West,Office Supplies,Paper,Corporate,168.45,53.61,0.1,2
307,ORD-1306,2022-10-22,Central,Furniture,Tables,Corporate,303.1,63.41,0.2,6
308,ORD-1307,2023-02-03,Central,Office Supplies,Storage,Corporate,280.18,52.87,0.1,4
309,ORD-1308,2022-02-07,East,Office Supplies,Binders,Consumer,770.1,197.92,0.0,1
310,ORD-1309,2021-12-12,Central,Office Supplies,Binders,Consumer,152.97,7.5,0.1,1
311,ORD-1310,2022-05-26,South,Office Supplies,Binders,Home Office,661.01,42.48,0.3,4
312,ORD-1311,2021-05-27,West,Furniture,Bookcases,Corporate,785.36,210.6,0.2,5
313,ORD-1312,2021-05-28,East,Furniture,Tables,Consumer,113.47,4.05,0.2,5
314,ORD-1313,2023-05-14,West,Office Supplies,Binders,Home Office,595.0,72.58,0.3,1
315,ORD-1314,2022-12-12,West,Technology,Phones,Corporate,543.82,79.98,0.3,2
316,ORD-1315,2023-03-31,East,Office Supplies,Paper,Consumer,634.56,-1.07,0.3,4
317,ORD-1316,2022-05-04,Central,Technology,Machines,Home Office,629.98,24.53,0.1,4
318,ORD-1317,2022-10-02,East,Office Supplies,Storage,Corporate,256.44,31.41,0.1,1
319,ORD-1318,2022-07-05,Central,Furniture,Chairs,Home Office,88.36,5.45,0.2,1
320,ORD-1319,2021-12-04,South,Office Supplies,Paper,Corporate,258.31,11.34,0.3,2
321,ORD-1320,2023-05-22,Central,Office Supplies,Storage,Home Office,488.46,18.82,0.2,6
322,ORD-1321,2022-10-03,West,Office Supplies,Paper,Consumer,407.63,77.44,0.1,4
323,ORD-1322,2023-02-18,South,Technology,Machines,Home Office,182.64,19.94,0.2,6
324,ORD-1323,2022-04-18,East,Furniture,Tables,Home Office,657.61,126.45,0.2,2
325,ORD-1324,2021-05-31,South,Technology,Machines,Home Office,697.08,43.49,0.1,7
326,ORD-1325,2022-02-19,West,Furniture,Bookcases,Corporate,257.65,37.81,0.0,3
327,ORD-1326,2021-10-25,Central,Office Supplies,Storage,Home Office,155.35,13.53,0.1,6
328,ORD-1327,2022-09-03,Central,Furniture,Bookcases,Home Office,780.98,187.29,0.3,2
329,ORD-1328,2021-09-20,East,Furniture,Chairs,Corporate,123.37,14.08,0.1,7
330,ORD-1329,2023-02-03,South,Furniture,Chairs,Consumer,399.91,115.77,0.1,6
331,ORD-1330,2021-05-24,South,Technology,Phones,Consumer,156.37,43.13,0.2,6
332,ORD-1331,2021-12-12,East,Office Supplies,Binders,Home Office,134.17,11.61,0.0,5
333,ORD-1332,2022-09-16,South,Technology,Machines,Consumer,40.13,4.81,0.0,5
334,ORD-1333,2022-07-26,West,Office Supplies,Paper,Consumer,448.63,-1.52,0.3,4
335,ORD-1334,2023-05-31,South,Office Supplies,Storage,Corporate,263.22,74.45,0.1,5
336,ORD-1335,2021-01-02,South,Technology,Phones,Home Office,102.42,2.06,0.1,3
337,ORD-1336,2023-06-16,East,Technology,Machines,Consumer,503.28,34.95,0.3,7
338,ORD-1337,2021-10-31,South,Technology,Phones,Corporate,67.85,3.23,0.2,1
339,ORD-1338,2021-09-11,Central,Office Supplies,Binders,Consumer,65.37,14.14,0.2,7
340,ORD-1339,2022-10-14,East,Technology,Machines,Consumer,562.13,100.68,0.0,1
341,ORD-1340,2022-03-29,Central,Office Supplies,Storage,Consumer,130.95,37.3,0.0,6
342,ORD-1341,2021-02-06,West,Office Supplies,Paper,Corporate,98.82,16.55,0.3,1
343,ORD-1342,2021-06-09,West,Furniture,Tables,Consumer,417.35,24.49,0.2,5
344,ORD-1343,2021-01-09,Central,Furniture,Tables,Consumer,499.87,6.06,0.3,4
345,ORD-1344,2021-08-21,East,Office Supplies,Paper,Corporate,431.09,89.36,0.2,5
346,ORD-1345,2021-04-09,South,Furniture,Chairs,Home Office,711.55,153.85,0.1,3
347,ORD-1346,2022-10-21,Central,Technology,Phones,Consumer,306.85,32.06,0.3,7
348,ORD-1347,2023-03-27,South,Furniture,Chairs,Home Office,592.22,183.08,0.1,7
349,ORD-1348,2021-07-27,Central,Office Supplies,Paper,Consumer,344.6,39.83,0.2,6
350,ORD-1349,2021-05-11,West,Furniture,Chairs,Home Office,222.65,49.94,0.1,7
351,ORD-1350,2022-02-08,Central,Technology,Phones,Home Office,502.78,26.97,0.0,2
352,ORD-1351,2021-06-01,South,Office Supplies,Paper,Consumer,510.85,148.38,0.0,5
353,ORD-1352,2021-02-23,Central,Technology,Accessories,Corporate,53.25,4.42,0.0,4
354,ORD-1353,2021-04-30,Central,Technology,Accessories,Corporate,523.95,158.92,0.0,7
355,ORD-1354,2022-11-04,South,Technology,Accessories,Corporate,136.41,8.87,0.1,4
356,ORD-1355,2022-09-20,West,Technology,Phones,Corporate,209.91,34.17,0.1,1
357,ORD-1356,2022-08-10,East,Office Supplies,Storage,Home Office,498.98,93.73,0.0,5
358,ORD-1357,2022-09-17,South,Furniture,Chairs,Consumer,765.85,257.79,0.0,1
359,ORD-1358,2022-02-24,East,Furniture,Tables,Home Office,533.78,136.88,0.0,4
360,ORD-1359,2022-02-26,South,Furniture,Tables,Consumer,79.61,24.06,0.0,2
361,ORD-1360,2021-04-14,Central,Furniture,Tables,Consumer,217.39,21.4,0.3,3
362,ORD-1361,2023-05-02,East,Office Supplies,Binders,Corporate,406.45,92.89,0.3,1
363,ORD-1362,2021-09-11,South,Furniture,Bookcases,Corporate,498.87,47.49,0.3,5
364,ORD-1363,2021-08-15,Central,Technology,Accessories,Consumer,137.13,35.17,0.3,7
365,ORD-1364,2021-04-22,East,Office Supplies,Binders,Corporate,550.58,33.81,0.0,7
366,ORD-1365,2022-05-25,East,Furniture,Bookcases,Corporate,578.73,168.2,0.0,3
367,ORD-1366,2022-04-18,East,Technology,Accessories,Consumer,29.44,5.96,0.0,2
368,ORD-1367,2021-04-09,Central,Furniture,Tables,Corporate,380.32,24.69,0.3,7
369,ORD-1368,2021-06-02,South,Technology,Accessories,Consumer,755.01,34.4,0.2,3
370,ORD-1369,2023-05-11,Central,Office Supplies,Paper,Consumer,341.46,84.71,0.0,2
371,ORD-1370,2023-06-15,Central,Office Supplies,Binders,Corporate,36.34,4.16,0.3,1
372,ORD-1371,2023-05-28,West,Furniture,Tables,Home Office,250.45,7.1,0.3,1
373,ORD-1372,2021-12-04,Central,Technology,Machines,Corporate,317.91,7.35,0.1,4
374,ORD-1373,2022-12-07,Central,Office Supplies,Storage,Consumer,499.71,20.38,0.1,1
375,ORD-1374,2023-04-02,East,Furniture,Bookcases,Consumer,433.64,125.21,0.1,2
376,ORD-1375,2021-06-12,East,Office Supplies,Paper,Consumer,643.0,65.78,0.3,2
377,ORD-1376,2022-12-21,East,Technology,Phones,Home Office,489.47,159.61,0.0,4
378,ORD-1377,2022-11-12,Central,Office Supplies,Binders,Home Office,142.18,17.27,0.1,2
379,ORD-1378,2021-06-10,Central,Office Supplies,Binders,Home Office,195.2,31.78,0.0,6
380,ORD-1379,2022-08-03,West,Furniture,Bookcases,Home Office,362.74,35.95,0.0,4
381,ORD-1380,2023-03-12,Central,Office Supplies,Binders,Home Office,207.74,52.52,0.0,3
382,ORD-1381,2022-02-02,East,Office Supplies,Binders,Consumer,711.8,183.45,0.3,2
383,ORD-1382,2021-10-04,East,Technology,Phones,Consumer,656.44,166.59,0.2,4
384,ORD-1383,2023-03-27,Central,Office Supplies,Binders,Home Office,736.76,155.32,0.1,6
385,ORD-1384,2022-05-19,West,Office Supplies,Binders,Corporate,379.22,69.95,0.3,6
386,ORD-1385,2023-06-15,Central,Technology,Machines,Corporate,625.63,-14.92,0.3,6
387,ORD-1386,2022-01-27,Central,Furniture,Tables,Home Office,607.49,201.21,0.0,5
388,ORD-1387,2021-05-15,East,Office Supplies,Paper,Consumer,587.8,34.99,0.1,7
389,ORD-1388,2021-07-14,East,Furniture,Bookcases,Consumer,91.66,7.7,0.1,3
390,ORD-1389,2022-02-05,South,Office Supplies,Storage,Corporate,137.53,24.73,0.3,3
391,ORD-1390,2022-10-02,South,Furniture,Tables,Corporate,611.38,123.81,0.0,7
392,ORD-1391,2021-02-02,South,Furniture,Tables,Corporate,102.63,20.18,0.2,7
393,ORD-1392,2022-11-19,South,Furniture,Tables,Consumer,470.19,130.87,0.0,7
394,ORD-1393,2022-04-05,Central,Furniture,Tables,Consumer,145.46,3.32,0.1,1
395,ORD-1394,2023-06-02,West,Furniture,Bookcases,Consumer,598.54,172.11,0.2,3
396,ORD-1395,2022-04-15,Central,Furniture,Bookcases,Corporate,333.17,72.39,0.1,1
397,ORD-1396,2022-01-10,East,Technology,Machines,Home Office,452.97,92.65,0.3,3
398,ORD-1397,2021-01-22,West,Office Supplies,Binders,Home Office,166.66,27.1,0.0,1
399,ORD-1398,2023-01-20,Central,Office Supplies,Storage,Home Office,452.3,124.12,0.1,2
400,ORD-1399,2022-11-01,Central,Office Supplies,Paper,Consumer,47.54,2.53,0.0,1
401,ORD-1400,2021-02-07,Central,Furniture,Chairs,Corporate,767.3,194.52,0.0,3
402,ORD-1401,2021-08-18,South,Office Supplies,Paper,Consumer,676.74,191.51,0.1,5
403,ORD-1402,2021-12-31,West,Technology,Phones,Consumer,117.28,14.61,0.2,4
404,ORD-1403,2022-07-17,Central,Furniture,Tables,Corporate,628.71,124.43,0.1,5
405,ORD-1404,2022-03-14,South,Office Supplies,Binders,Corporate,537.17,122.84,0.1,5
406,ORD-1405,2023-02-15,Central,Office Supplies,Binders,Home Office,42.68,5.41,0.1,1
407,ORD-1406,2021-10-10,South,Technology,Phones,Corporate,322.39,73.01,0.0,4
408,ORD-1407,2021-01-27,South,Office Supplies,Paper,Consumer,417.89,3.95,0.2,2
409,ORD-1408,2021-08-14,West,Furniture,Chairs,Consumer,457.96,-11.06,0.3,2
410,ORD-1409,2021-10-04,East,Technology,Accessories,Corporate,487.51,34.59,0.2,4
411,ORD-1410,2023-03-09,East,Technology,Phones,Home Office,271.24,3.56,0.2,6
412,ORD-1411,2022-09-01,East,Technology,Accessories,Home Office,562.42,109.94,0.3,6
413,ORD-1412,2021-10-11,West,Office Supplies,Storage,Consumer,183.68,21.16,0.3,5
414,ORD-1413,2023-05-29,Central,Office Supplies,Storage,Corporate,135.01,28.44,0.2,1
415,ORD-1414,2022-04-26,East,Technology,Machines,Corporate,89.11,-1.89,0.3,4
416,ORD-1415,2022-03-29,South,Technology,Machines,Corporate,593.82,124.75,0.2,6
417,ORD-1416,2023-04-09,Central,Furniture,Bookcases,Corporate,521.2,125.75,0.0,4
418,ORD-1417,2023-03-27,Central,Furniture,Bookcases,Home Office,632.81,123.89,0.2,7
419,ORD-1418,2022-10-21,West,Technology,Machines,Corporate,675.05,143.11,0.2,2
420,ORD-1419,2022-05-31,West,Furniture,Bookcases,Consumer,478.46,105.1,0.0,2
421,ORD-1420,2022-07-01,West,Furniture,Bookcases,Consumer,280.92,73.06,0.0,6
422,ORD-1421,2021-07-11,East,Furniture,Chairs,Consumer,668.72,173.4,0.0,3
423,ORD-1422,2021-02-18,Central,Furniture,Tables,Consumer,253.01,16.91,0.0,3
424,ORD-1423,2022-05-27,East,Office Supplies,Storage,Home Office,355.13,36.6,0.2,5
425,ORD-1424,2021-01-17,South,Furniture,Chairs,Corporate,395.11,74.07,0.0,5
426,ORD-1425,2021-06-21,East,Office Supplies,Binders,Home Office,570.69,25.21,0.1,7
427,ORD-1426,2021-08-08,South,Office Supplies,Paper,Home Office,725.05,87.77,0.2,1
428,ORD-1427,2021-06-07,West,Office Supplies,Paper,Consumer,25.48,2.49,0.0,4
429,ORD-1428,2022-04-22,East,Technology,Accessories,Corporate,122.45,33.72,0.0,1
430,ORD-1429,2021-02-15,East,Office Supplies,Paper,Corporate,766.16,80.31,0.1,2
431,ORD-1430,2022-01-08,Central,Furniture,Bookcases,Consumer,240.11,10.26,0.3,7
432,ORD-1431,2022-06-02,Central,Office Supplies,Binders,Home Office,726.88,183.5,0.3,6
433,ORD-1432,2021-04-09,Central,Furniture,Tables,Corporate,354.53,100.34,0.0,4
434,ORD-1433,2023-06-11,West,Technology,Phones,Corporate,141.98,-4.25,0.3,4
435,ORD-1434,2023-01-15,East,Office Supplies,Storage,Home Office,503.37,15.99,0.2,4
436,ORD-1435,2021-02-06,West,Office Supplies,Binders,Corporate,265.85,25.04,0.2,7
437,ORD-1436,2021-10-07,Central,Office Supplies,Storage,Consumer,204.69,32.57,0.3,4
438,ORD-1437,2021-12-15,West,Office Supplies,Storage,Corporate,119.83,28.88,0.3,2
439,ORD-1438,2022-05-12,Central,Office Supplies,Paper,Corporate,665.74,25.33,0.3,1
440,ORD-1439,2021-10-29,West,Office Supplies,Binders,Consumer,405.7,51.51,0.0,3
441,ORD-1440,2021-06-30,South,Furniture,Bookcases,Corporate,585.62,128.6,0.0,3
442,ORD-1441,2022-08-30,East,Technology,Accessories,Home Office,260.79,60.65,0.0,1
443,ORD-1442,2021-04-09,West,Furniture,Tables,Consumer,162.75,15.52,0.0,4
444,ORD-1443,2022-12-01,South,Furniture,Tables,Home Office,346.03,105.6,0.0,7
445,ORD-1444,2021-04-26,Central,Technology,Machines,Corporate,445.18,-2.48,0.3,2
446,ORD-1445,2021-07-10,Central,Office Supplies,Paper,Home Office,335.1,3.45,0.2,6
447,ORD-1446,2021-09-10,South,Office Supplies,Storage,Home Office,448.09,19.95,0.1,6
448,ORD-1447,2021-06-10,East,Technology,Accessories,Home Office,680.6,47.46,0.1,2
449,ORD-1448,2021-09-13,West,Furniture,Tables,Home Office,538.07,134.9,0.0,2
450,ORD-1449,2021-11-19,Central,Office Supplies,Storage,Home Office,692.35,128.29,0.2,6
451,ORD-1450,2021-05-08,East,Technology,Accessories,Consumer,246.66,35.46,0.2,4
452,ORD-1451,2021-01-18,West,Furniture,Chairs,Corporate,297.66,1.66,0.2,7
453,ORD-1452,2023-03-04,Central,Furniture,Bookcases,Home Office,407.86,15.33,0.3,4
454,ORD-1453,2023-01-05,West,Technology,Machines,Corporate,444.98,83.22,0.3,6
455,ORD-1454,2022-07-20,Central,Furniture,Tables,Home Office,34.0,7.59,0.3,6
456,ORD-1455,2022-07-24,East,Office Supplies,Storage,Home Office,146.06,13.38,0.1,1
457,ORD-1456,2021-11-19,South,Technology,Phones,Corporate,456.94,87.55,0.3,7
458,ORD-1457,2023-05-22,South,Furniture,Bookcases,Corporate,450.96,44.73,0.3,4
459,ORD-1458,2022-11-17,South,Technology,Phones,Home Office,440.19,87.82,0.3,7
460,ORD-1459,2023-03-03,Central,Office Supplies,Storage,Home Office,532.29,90.07,0.0,3
461,ORD-1460,2022-09-18,South,Furniture,Bookcases,Corporate,624.98,30.43,0.2,4
462,ORD-1461,2021-10-15,South,Office Supplies,Paper,Corporate,428.2,28.69,0.3,1
463,ORD-1462,2023-05-04,East,Office Supplies,Binders,Corporate,470.52,67.62,0.0,1
464,ORD-1463,2022-10-25,East,Furniture,Tables,Corporate,328.86,75.34,0.3,2
465,ORD-1464,2022-10-01,West,Technology,Phones,Home Office,143.2,18.24,0.3,2
466,ORD-1465,2021-06-04,South,Office Supplies,Paper,Corporate,267.07,26.42,0.2,3
467,ORD-1466,2022-05-05,South,Technology,Accessories,Corporate,235.99,26.46,0.3,4
468,ORD-1467,2022-01-21,Central,Office Supplies,Storage,Consumer,177.57,12.27,0.3,4
469,ORD-1468,2023-02-24,Central,Technology,Phones,Home Office,659.89,120.16,0.0,6
470,ORD-1469,2021-04-14,South,Office Supplies,Binders,Corporate,774.85,197.37,0.2,4
471,ORD-1470,2022-01-28,West,Office Supplies,Paper,Home Office,596.99,167.24,0.2,7
472,ORD-1471,2023-03-22,West,Office Supplies,Storage,Corporate,398.58,99.79,0.0,5
473,ORD-1472,2021-09-03,South,Technology,Phones,Corporate,271.95,61.07,0.3,7
474,ORD-1473,2021-06-25,East,Technology,Phones,Home Office,531.78,-19.26,0.3,1
475,ORD-1474,2021-02-08,East,Office Supplies,Storage,Corporate,92.56,16.27,0.3,2
476,ORD-1475,2022-04-22,West,Office Supplies,Paper,Home Office,183.61,43.97,0.1,5
477,ORD-1476,2022-11-13,East,Furniture,Chairs,Home Office,282.74,83.61,0.0,2
478,ORD-1477,2023-01-29,South,Furniture,Tables,Consumer,106.38,5.78,0.3,3
479,ORD-1478,2022-06-22,South,Office Supplies,Binders,Home Office,723.01,70.7,0.3,5
480,ORD-1479,2023-05-17,Central,Office Supplies,Binders,Home Office,218.37,58.63,0.1,4
481,ORD-1480,2023-03-29,Central,Furniture,Tables,Home Office,429.84,74.62,0.3,2
482,ORD-1481,2022-02-12,Central,Office Supplies,Binders,Consumer,98.5,17.34,0.0,2
483,ORD-1482,2022-06-09,South,Furniture,Tables,Corporate,291.39,13.81,0.2,3
484,ORD-1483,2023-04-08,Central,Office Supplies,Binders,Home Office,527.9,70.3,0.3,1
485,ORD-1484,2022-05-21,East,Furniture,Chairs,Corporate,676.33,164.43,0.2,3
486,ORD-1485,2023-04-05,West,Furniture,Bookcases,Home Office,514.63,93.55,0.3,2
487,ORD-1486,2021-02-05,East,Office Supplies,Binders,Corporate,273.58,-10.63,0.3,7
488,ORD-1487,2022-11-16,East,Furniture,Bookcases,Home Office,156.41,38.57,0.0,1
489,ORD-1488,2021-01-20,South,Technology,Phones,Corporate,672.89,8.83,0.2,3
490,ORD-1489,2021-11-17,South,Technology,Phones,Home Office,561.44,64.37,0.0,7
491,ORD-1490,2023-02-15,West,Office Supplies,Paper,Home Office,185.86,40.69,0.2,5
492,ORD-1491,2022-05-27,East,Furniture,Tables,Corporate,529.47,154.12,0.1,1
493,ORD-1492,2022-02-04,South,Furniture,Bookcases,Home Office,617.53,4.77,0.2,7
494,ORD-1493,2022-10-16,East,Technology,Accessories,Consumer,223.02,69.64,0.0,3
495,ORD-1494,2023-06-02,West,Technology,Machines,Home Office,457.14,48.88,0.2,6
496,ORD-1495,2022-04-16,East,Technology,Machines,Consumer,379.08,28.24,0.3,6
497,ORD-1496,2021-05-23,West,Office Supplies,Binders,Consumer,316.71,82.57,0.1,3
498,ORD-1497,2021-04-02,East,Furniture,Tables,Consumer,349.59,61.68,0.0,6
499,ORD-1498,2021-12-20,South,Office Supplies,Storage,Corporate,736.1,20.78,0.2,1
500,ORD-1499,2023-04-14,West,Office Supplies,Binders,Corporate,247.93,58.96,0.2,3
501,ORD-1500,2023-03-11,South,Furniture,Tables,Consumer,647.83,164.9,0.3,6
502,ORD-1501,2022-12-28,West,Furniture,Tables,Home Office,586.8,104.73,0.2,1
503,ORD-1502,2023-05-04,South,Technology,Accessories,Consumer,239.59,29.94,0.2,6
504,ORD-1503,2021-02-20,East,Furniture,Bookcases,Corporate,113.79,-1.26,0.3,6
505,ORD-1504,2022-10-27,West,Office Supplies,Paper,Consumer,55.98,10.67,0.0,1
506,ORD-1505,2022-11-29,West,Office Supplies,Paper,Consumer,663.14,92.29,0.0,3
507,ORD-1506,2022-07-29,South,Office Supplies,Storage,Corporate,589.59,37.99,0.0,4
508,ORD-1507,2021-07-09,West,Furniture,Tables,Consumer,704.25,155.18,0.1,6
509,ORD-1508,2021-05-05,West,Technology,Machines,Corporate,285.52,4.45,0.3,7
510,ORD-1509,2021-05-30,East,Furniture,Bookcases,Corporate,434.43,112.25,0.1,6
511,ORD-1510,2021-11-10,West,Furniture,Tables,Consumer,354.76,102.39,0.2,2
512,ORD-1511,2022-07-24,West,Technology,Machines,Corporate,467.21,32.28,0.0,4
513,ORD-1512,2021-12-08,South,Furniture,Chairs,Consumer,191.78,-1.06,0.3,5
514,ORD-1513,2021-11-01,West,Office Supplies,Paper,Consumer,429.69,107.75,0.0,1
515,ORD-1514,2022-11-23,Central,Technology,Accessories,Consumer,70.46,9.27,0.3,5
516,ORD-1515,2022-11-13,East,Office Supplies,Binders,Consumer,561.67,30.94,0.3,4
517,ORD-1516,2023-04-18,East,Technology,Accessories,Consumer,382.26,65.2,0.2,2
518,ORD-1517,2023-02-22,East,Office Supplies,Binders,Home Office,148.56,30.03,0.1,3
519,ORD-1518,2021-02-23,West,Office Supplies,Storage,Consumer,367.29,95.79,0.0,4
520,ORD-1519,2022-03-20,South,Office Supplies,Storage,Corporate,547.61,-4.78,0.3,6
521,ORD-1520,2022-09-05,Central,Office Supplies,Binders,Consumer,633.67,117.65,0.2,2
522,ORD-1521,2021-09-21,South,Technology,Accessories,Home Office,231.82,49.4,0.2,1
523,ORD-1522,2021-02-22,Central,Office Supplies,Storage,Home Office,229.79,9.49,0.1,1
524,ORD-1523,2022-07-26,Central,Office Supplies,Paper,Consumer,22.28,4.27,0.0,2
525,ORD-1524,2022-09-12,East,Office Supplies,Binders,Consumer,727.76,53.16,0.2,1
526,ORD-1525,2021-01-05,West,Office Supplies,Paper,Home Office,371.36,72.27,0.0,6
527,ORD-1526,2021-04-13,South,Furniture,Tables,Home Office,496.41,95.45,0.0,1
528,ORD-1527,2021-07-15,East,Furniture,Bookcases,Corporate,422.93,116.83,0.1,1
529,ORD-1528,2023-02-13,East,Furniture,Chairs,Home Office,190.87,46.42,0.2,1
530,ORD-1529,2023-05-27,West,Furniture,Chairs,Home Office,284.31,51.62,0.0,6
531,ORD-1530,2023-06-03,Central,Technology,Machines,Corporate,329.5,98.69,0.1,1
532,ORD-1531,2021-12-16,South,Technology,Accessories,Consumer,657.01,154.48,0.0,5
533,ORD-1532,2021-02-16,West,Office Supplies,Binders,Home Office,289.27,46.99,0.2,7
534,ORD-1533,2023-05-17,South,Office Supplies,Binders,Consumer,404.97,1.4,0.2,3
535,ORD-1534,2023-04-03,West,Furniture,Tables,Home Office,122.56,8.53,0.1,4
536,ORD-1535,2023-03-31,Central,Furniture,Chairs,Corporate,589.29,136.88,0.3,5
537,ORD-1536,2022-10-18,Central,Furniture,Bookcases,Home Office,221.38,31.62,0.0,5
538,ORD-1537,2021-09-26,West,Furniture,Chairs,Corporate,580.37,119.76,0.3,1
539,ORD-1538,2022-01-05,Central,Office Supplies,Binders,Corporate,516.39,106.0,0.2,7
540,ORD-1539,2022-09-28,Central,Technology,Machines,Corporate,66.43,16.71,0.2,2
541,ORD-1540,2021-04-16,South,Technology,Machines,Home Office,109.3,28.43,0.1,4
542,ORD-1541,2022-11-01,East,Furniture,Tables,Corporate,307.86,52.0,0.2,4
543,ORD-1542,2022-10-21,Central,Office Supplies,Storage,Corporate,722.25,-11.52,0.3,7
544,ORD-1543,2022-10-19,West,Technology,Phones,Home Office,604.88,133.42,0.1,1
545,ORD-1544,2021-04-30,West,Furniture,Chairs,Home Office,524.23,88.12,0.2,2
546,ORD-1545,2023-04-11,West,Technology,Phones,Consumer,411.68,108.68,0.2,1
547,ORD-1546,2023-02-26,West,Technology,Machines,Home Office,140.37,29.08,0.2,3
548,ORD-1547,2022-08-27,East,Furniture,Bookcases,Consumer,597.97,41.82,0.0,6
549,ORD-1548,2021-02-27,East,Technology,Accessories,Home Office,130.87,33.83,0.0,4
550,ORD-1549,2021-12-12,South,Office Supplies,Binders,Consumer,250.13,18.84,0.0,7
551,ORD-1550,2023-01-11,East,Technology,Accessories,Corporate,54.12,15.83,0.0,7
552,ORD-1551,2022-04-19,West,Office Supplies,Paper,Home Office,287.67,67.61,0.2,6
553,ORD-1552,2021-04-27,East,Office Supplies,Storage,Corporate,679.57,187.26,0.1,4
554,ORD-1553,2023-04-10,South,Furniture,Tables,Consumer,544.91,83.24,0.2,6
555,ORD-1554,2023-03-02,Central,Furniture,Chairs,Corporate,635.41,17.72,0.3,3
556,ORD-1555,2021-05-07,South,Office Supplies,Binders,Home Office,371.1,87.21,0.3,7
557,ORD-1556,2022-01-28,South,Technology,Phones,Consumer,97.12,15.99,0.2,2
558,ORD-1557,2022-10-03,South,Furniture,Chairs,Corporate,308.64,71.5,0.1,1
559,ORD-1558,2021-02-27,East,Technology,Phones,Home Office,430.13,30.13,0.1,5
560,ORD-1559,2022-09-26,East,Technology,Machines,Home Office,523.68,166.02,0.0,1
561,ORD-1560,2022-05-28,West,Technology,Accessories,Corporate,758.38,-1.79,0.2,4
562,ORD-1561,2023-01-21,Central,Technology,Machines,Corporate,315.55,29.09,0.2,7
563,ORD-1562,2023-03-13,East,Technology,Machines,Home Office,637.54,53.15,0.2,6
564,ORD-1563,2021-04-06,Central,Office Supplies,Binders,Home Office,680.77,47.23,0.3,4
565,ORD-1564,2022-09-30,East,Furniture,Bookcases,Corporate,472.57,73.82,0.1,4
566,ORD-1565,2021-04-28,East,Furniture,Chairs,Corporate,150.54,24.94,0.1,3
567,ORD-1566,2022-07-14,West,Furniture,Chairs,Consumer,434.89,71.87,0.0,3
568,ORD-1567,2022-08-24,East,Furniture,Bookcases,Corporate,182.91,19.46,0.2,2
569,ORD-1568,2022-05-03,South,Furniture,Chairs,Corporate,328.44,81.08,0.1,7
570,ORD-1569,2021-08-25,West,Technology,Phones,Corporate,400.52,116.16,0.1,5
571,ORD-1570,2023-06-04,South,Technology,Machines,Corporate,308.91,16.74,0.3,7
572,ORD-1571,2023-06-16,South,Technology,Accessories,Home Office,366.42,98.21,0.1,1
573,ORD-1572,2021-09-29,West,Office Supplies,Binders,Corporate,88.8,24.72,0.2,4
574,ORD-1573,2021-07-08,Central,Furniture,Tables,Home Office,44.13,2.74,0.3,4
575,ORD-1574,2022-12-05,South,Office Supplies,Binders,Corporate,784.49,169.54,0.0,2
576,ORD-1575,2022-03-23,West,Furniture,Tables,Consumer,151.3,45.4,0.0,3
577,ORD-1576,2022-08-04,West,Office Supplies,Storage,Home Office,297.82,29.13,0.1,3
578,ORD-1577,2023-03-01,Central,Technology,Machines,Consumer,158.19,24.16,0.0,4
579,ORD-1578,2023-05-11,Central,Technology,Machines,Corporate,203.33,31.99,0.2,3
580,ORD-1579,2021-09-04,Central,Office Supplies,Binders,Corporate,148.89,4.73,0.2,3
581,ORD-1580,2021-03-17,Central,Technology,Machines,Corporate,137.41,22.9,0.1,3
582,ORD-1581,2021-06-03,South,Furniture,Chairs,Consumer,630.26,160.15,0.2,6
583,ORD-1582,2022-10-18,Central,Technology,Machines,Home Office,464.11,73.53,0.1,7
584,ORD-1583,2022-03-11,South,Furniture,Bookcases,Corporate,328.21,70.82,0.3,5
585,ORD-1584,2021-03-27,Central,Technology,Phones,Consumer,443.56,13.18,0.2,3
586,ORD-1585,2022-11-28,Central,Technology,Accessories,Corporate,729.37,70.05,0.2,7
587,ORD-1586,2021-10-12,West,Technology,Phones,Corporate,698.58,191.24,0.0,7
588,ORD-1587,2021-08-08,South,Furniture,Tables,Home Office,117.36,29.84,0.0,1
589,ORD-1588,2021-03-10,West,Office Supplies,Paper,Corporate,704.13,176.65,0.3,3
